timestamp,host,workload,cpu_util,mem_bw,mem_latency_p99,ecc_ce,pcie_aer,net_drops,temp_c,freq_ghz
2026-01-28 16:50:25.360563,host_00,ai_train,77.48357076505616,78.89388559063052,96.47688538100692,0,0,4,72.61514928204012,2.683824373195297
2026-01-28 16:50:26.360563,host_00,ai_train,72.37415096410926,75.42895867396686,80.75917162252895,1,0,4,61.85262519537875,2.9195440933825214
2026-01-28 16:50:27.360563,host_00,ai_train,87.79744015518897,83.1538641750368,91.2221916522268,0,0,6,62.422821689537734,2.797300555052413
2026-01-28 16:50:28.360563,host_00,ai_train,69.7114453552205,86.5803592968255,77.79156350028978,0,0,8,59.95457328567446,2.4833411572926223
2026-01-28 16:50:29.360563,host_00,ai_train,78.86850208416841,75.69486670669632,76.53321902638653,1,0,4,60.59704366976447,2.916424558942608
2026-01-28 16:50:30.360563,host_00,ai_train,79.43874229796678,87.1546586408701,97.54997797244735,0,0,4,59.468325129969855,2.5607586751838656
2026-01-28 16:50:31.360563,host_00,ai_train,79.06262911197099,90.84992022856659,89.27989878419666,0,0,6,70.01766448946012,2.5162499082817193
2026-01-28 16:50:32.360563,host_00,ai_train,80.21245808669711,87.22825992500674,90.19000331062149,0,0,3,67.50724165762402,3.0316373305864053
2026-01-28 16:50:33.360563,host_00,ai_train,76.2855843502814,82.51610316690537,103.71862133549776,1,0,4,65.87776646977416,2.268964790487306
2026-01-28 16:50:34.360563,host_00,ai_train,76.72758971944383,76.83586838735765,87.10863143530058,0,1,7,65.30115104970513,3.292648422497057
2026-01-28 16:50:35.360563,host_00,ai_train,74.03819517609439,82.4123787386689,89.65288230294756,1,0,7,59.15660981190234,2.7013135035593345
2026-01-28 16:50:36.360563,host_00,ai_train,79.61581304170977,93.65283962942769,98.7358941563538,0,0,5,63.05867800511693,2.62289752523423
2026-01-28 16:50:37.360563,host_00,ai_train,73.21627487115903,84.44897438827172,100.43860610918658,1,0,5,67.63224080667348,2.904388313123379
2026-01-28 16:50:38.360563,host_00,ai_train,76.48492336616593,82.00394280276701,93.46448209496975,1,0,2,66.46536236649341,2.657129716394726
2026-01-28 16:50:39.360563,host_00,ai_train,84.32887255572378,83.7906633672943,78.08696502797352,1,0,6,68.28276804316914,2.622097114074895
2026-01-28 16:50:40.360563,host_00,ai_train,70.92094857517282,79.38318632468717,93.41151974816644,3,0,4,59.645537509694435,2.8964944830486368
2026-01-28 16:50:41.360563,host_00,ai_train,73.88268607337075,85.71200395273674,94.73237624573545,2,0,7,64.63585543671563,2.8116417436892
2026-01-28 16:50:42.360563,host_00,ai_train,69.28514851084688,82.86229888278626,95.60784526368235,2,0,12,65.8251139905467,2.6288142164341264
2026-01-28 16:50:43.360563,host_00,ai_train,74.8018192898019,75.7226980651995,72.11503495019504,1,0,5,66.78652270968317,2.6539266736565725
2026-01-28 16:50:44.360563,host_00,ai_train,76.08229294790988,80.3645747192305,83.48399652394183,1,0,6,67.52493639490228,2.973151038834024
2026-01-28 16:50:45.360563,host_00,ai_train,68.99851796472112,77.32399011327242,85.25054688839043,2,0,7,61.73335383713144,2.8887638856292455
2026-01-28 16:50:46.360563,host_00,ai_train,78.87317026714669,72.58455622737533,89.404746439382,1,0,4,72.20636644533057,2.512827569764112
2026-01-28 16:50:47.360563,host_00,ai_train,80.8158187607748,80.0818644881567,80.1849134895205,0,0,4,67.31051737131635,2.6769732644457336
2026-01-28 16:50:48.360563,host_00,ai_train,85.55658820808127,85.49478810212777,90.70972415639746,2,0,2,66.40495933867517,2.675460096035881
2026-01-28 16:50:49.360563,host_00,ai_train,73.95938874821363,76.05599252272934,84.10635243055788,0,0,9,69.24801048510513,3.0555329791576846
2026-01-28 16:50:50.360563,host_00,ai_train,72.04214305582084,84.3767790493603,87.97807347566106,2,0,6,63.64479768855729,2.6773810634183244
2026-01-28 16:50:51.360563,host_00,ai_train,84.56158819919985,88.52181666037535,72.07954899864785,0,0,5,62.76613244105046,2.381996450273944
2026-01-28 16:50:52.360563,host_00,ai_train,83.8521575828336,77.52725992642462,98.03813051376258,0,0,3,62.8334829654872,2.8407645455054933
2026-01-28 16:50:53.360563,host_00,ai_train,77.79554601307264,86.98033273144384,101.54354338408923,3,0,6,62.613091347123394,2.663531479775969
2026-01-28 16:50:54.360563,host_00,ai_train,74.75902257232093,90.16910580784732,97.70863101464039,2,0,3,65.34826332259439,2.9967008612716928
